"Codigo";"Titulo";"Autor";"Editor";"Proveedor";"Tema";"COLECCION";"Cod.Barra";"ISBN";"Ubicacion";"Deposito";"Repos.";"Cant.Propio";"Cant.Terceros";"Cant.Reservados";"Cant.Total";"Ultima Venta";"Dep 1";"Dep 2";"Dep 3";"Dep 4";"Dep 5";"Dep 6";"Dep 7";"Dep 8";"Dep 9";"Dep 10";"Dep 11 Con";"PVP";"Accesorios";"Codigo Prov";""                                                                                                                                                                                              
0008482361767;"1648 LA PAZ DE MUNSTER                            ";"SCHEPPER, HUGO      ";"IDEAS BOOK          ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";09788482361741;"9788482361741";"                   ";"TODOS               ";               0;              9 ;               0;               0;              9 ;"09/05/2014";       9;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1800.00;"NO DEFINIDO ";"             ";" "             
9789504914501;"A ORILLAS DEL RIO PIEDRA ME SENTE Y LLORE         ";"COELHO, PAULO       ";"                    ";"LOSADA S.A.         ";"AUTOAYUDA Y SUPERACI";"VALLARTA            ";09789504914501;"9789504914501";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"09/05/2014";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   700.00;"NO DEFINIDO ";"             ";" "             
9788481629293;"ADORNOS NAVIDEÑOS FACIL DE HACER                  ";"DUDLEY, KERRIE      ";"ANAYA               ";"LOSADA S.A.         ";"MANUALIDADES ARTESAN";"VALLARTA            ";09788481629293;"9788481629293";"                   ";"TODOS               ";               0;              3 ;               0;               0;              3 ;"00/00/0000";       3;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008423127087;"ANDREA CHENIER INTRODUCCION AL MUNDO DE LA O      ";"GIORDANO, U         ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008423127087;"8423127087   ";"                   ";"TODOS               ";               0;             12 ;               0;               0;             12 ;"26/11/2009";       1;      11;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
9788484881360;"ANNA EN EL MUSEO                                  ";"LANG, CAROLINE      ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788484881360;"9788484881360";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"21/11/2017";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1000.00;"NO DEFINIDO ";"             ";" "             
0008489715491;"ANTICUARIO, EL                                    ";"SCOTT, WALTER       ";"LOSADA              ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";09788489715493;"9788489715493";"                   ";"TODOS               ";               0;             15 ;             12 ;               0;             27 ;"11/01/2002";      27;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
9789877192544;"ANTOLOGIA PERSONAL                                ";"RAON RIBEYRO, JULIO ";"FONDO DE CULTURA ECO";"FONDO DE CULTURA ECO";"LITERATURA LATINOAME";"VALLARTA            ";09789877192544;"9789877192544";"                   ";"TODOS               ";               0;               0;              5 ;               0;              5 ;"00/00/0000";       5;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1100.00;"NO DEFINIDO ";"             ";" "             
9788495040916;"ANTON Y LOS DRAGONES                              ";"HOLM, HALD          ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788495040916;"9788495040916";"                   ";"TODOS               ";               0;              5 ;               0;               0;              5 ;"06/09/2019";       5;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0009681397195;"APRENDA GUITARRA EN UNA SEMANA                    ";"POSADAS AYALA, RAUL ";"DIANA               ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";07509991440671;"7509991440671";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"09/07/2014";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1750.00;"NO DEFINIDO ";"             ";" "             
9788495040527;"AUGUSTE CON AMOR                                  ";"NORTHEAST           ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788495040527;"9788495040527";"                   ";"TODOS               ";               0;              4 ;               0;               0;              4 ;"27/02/2020";       4;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788484880509;"BABEL Y EL ANGEL                                  ";"MAGNIER, THIEL      ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788484880509;"9788484880509";"                   ";"TODOS               ";               0;              3 ;               0;               0;              3 ;"09/10/2020";       3;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008470171399;"BAHIA DE LOS ANGELES, LA                          ";"GALLO, MAX          ";"ARGOS               ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";00008470171399;"8470171399   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"09/10/2020";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788480270182;"BALCON BIOLOGICO, EL                              ";"TRINGALE, M.        ";"IBIS                ";"LOSADA S.A.         ";"ECOLOGIA Y MEDIO AMB";"VALLARTA            ";09788480270182;"9788480270182";"                   ";"TODOS               ";               0;               0;              2 ;               0;              2 ;"00/00/1900";       0;       2;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008423127516;"BARBERILLO DE LAVAPIES, EL MUNDO ZARZUELA         ";"BARBIERI, F         ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008423127516;"8423127516   ";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"24/06/2011";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
0000000034012;"BEETHOVEN/L                                       ";"LUDWIG, EMIL        ";"LOSADA              ";"LOSADA S.A.         ";"BIOGRAFIAS Y AUTOBIO";"VALLARTA            ";00009500340127;"9500340127   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"04/04/2011";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
9788476148099;"BIBLIA DE INTERNET, LA                            ";"QUE DEVELOPMENT     ";"ANAYA               ";"LOSADA S.A.         ";"TECNICOS            ";"VALLARTA            ";09788476148099;"9788476148099";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"04/04/2011";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1900.00;"NO DEFINIDO ";"             ";" "             
0084950040964;"BUENOS DIAS SEÑOR - TAPIES!                       ";"COMELLA /KIRILOVA   ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788495040961;"9788495040961";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"12/12/2020";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9789877192520;"CAMBIO DE DIRECCION                               ";"MARTINEZ ESTRADA    ";"FONDO DE CULTURA ECO";"FONDO DE CULTURA ECO";"RELATOS DE VIAJE    ";"VALLARTA            ";09789877192520;"9789877192520";"                   ";"TODOS               ";               0;               0;              5 ;               0;              5 ;"00/00/0000";       5;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1700.00;"NO DEFINIDO ";"             ";" "             
0000008651276;"CAMINO DEL DESPERTAR                              ";"DESPEUX, C.         ";"IBIS                ";"LOSADA S.A.         ";"ESOTERISMO          ";"VALLARTA            ";00008486512760;"8486512760   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/1900";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1500.00;"NO DEFINIDO ";"             ";" "             
0008486512360;"CANCIONES MUSICA PARA TODA LA ENSEÑANZA           ";"CATEURA, MARÍA      ";"IBIS                ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008486512360;"8486512360   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/1900";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   850.00;"NO DEFINIDO ";"             ";" "             
9993979000105;"CARDIOPATIA CHAGASICA                             ";"CASTAGNINO, HUGO    ";"                    ";"LOSADA S.A.         ";"SALUD               ";"VALLARTA            ";09993979000105;"9993979000105";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/1900";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9789500392822;"CARLOS V                                          ";"BABELON, JEAN       ";"VITAE               ";"LOSADA S.A.         ";"BIOGRAFIAS Y AUTOBIO";"VALLARTA            ";09789500392822;"9789500392822";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/0000";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0008420733776;"CASTILLO DEL REY SISEBUTO, EL                     ";"WEST - DALTON       ";"ANAYA               ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788420733777;"9788420733777";"                   ";"TODOS               ";               0;            108 ;              7 ;               0;            115 ;"00/00/0000";     115;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008486512832;"CHAKRAS Y SALUD                                   ";"EDDE, GERARD        ";"IBIS                ";"LOSADA S.A.         ";"AUTOAYUDA Y SUPERACI";"VALLARTA            ";00008486512832;"8486512832   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/0000";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0000008027021;"CHAN SIETE DIAS DE PRACTICA INTENSIVA             ";"HUAI-CHIN           ";"IBIS                ";"DISTRIBUCIONES AMERI";"AUTOAYUDA Y SUPERACI";"VALLARTA            ";09788480270212;"9788480270212";"                   ";"TODOS               ";               0;               0;              1 ;               0;              1 ;"30/06/2007";       0;       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9789504929642;"COMO EL RIO QUE FLUYE                             ";"COELHO, PAULO       ";"PLANETA ARGENTINA   ";"LOSADA S.A.         ";"AUTOAYUDA Y SUPERACI";"VALLARTA            ";09789504929642;"9789504929642";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"30/06/2007";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   700.00;"NO DEFINIDO ";"             ";" "             
0008423127540;"CORTE DE FARAON, LA                               ";"LLEO, V             ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008423127540;"8423127540   ";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"27/02/2021";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
0008440503423;"COSI FAN TUTE MUNDO DE LA OPERA                   ";"MOZART, WOLFGANG    ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008440503423;"8440503423   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"27/02/2021";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
9789874489418;"CREPUSCULO DE LA HISTORIA                         ";"SAND, SHLOMO        ";"EL CUENCO DE PLATA S";"EL CUENCO DE PLATA S";"FILOSOFIA           ";"VALLARTA            ";09789874489418;"9789874489418";"                   ";"TODOS               ";               0;               0;             10 ;               0;             10 ;"00/00/0000";      10;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1490.00;"NO DEFINIDO ";"             ";" "             
9788421682173;"CUMPLE DE KIPER, EL                               ";"INKPEN MICK         ";"BRUÑO               ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788421682173;"9788421682173";"                   ";"TODOS               ";               0;             16 ;               0;               0;             16 ;"23/06/2021";      16;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1000.00;"NO DEFINIDO ";"             ";" "             
0000008027026;"CURSO DE INICIACION AL YOGA                       ";"COLOMER, JORDI      ";"IBIS                ";"DISTRIBUCIONES AMERI";"YOGA                ";"VALLARTA            ";09788480270267;"9788480270267";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/1900";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1600.00;"NO DEFINIDO ";"             ";" "             
0008484880362;"DE QUE PLANETA ERES ANA TARAMBANA?                ";"CHILD, LAUREN       ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788484880363;"9788484880363";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"26/07/2021";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008476280289;"DEL ORINOCO AL RIO DE LA PLATA                    ";"PIPERA, G           ";"EDICIONES DEL SERBAL";"LOSADA S.A.         ";"RELATOS DE VIAJE    ";"VALLARTA            ";00008476280289;"8476280289   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"26/07/2021";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  2400.00;"NO DEFINIDO ";"             ";" "             
9788476985038;"DERECHOS HUMANOS DEL NIÑO DE LOS TRABAJADORES     ";"MARZAL, ANTONIO     ";"                    ";"MARTINEZ MURGUIA S.A";"POLITICA            ";"VALLARTA            ";09788476985038;"9788476985038";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"04/06/2010";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0008428103003;"DESIGUALDAD Y POLITICA DISTRIBUTIVA               ";"LINDBECK, ASSAR     ";"OIKOS TAU           ";"LOSADA S.A.         ";"ECONOMIA            ";"VALLARTA            ";00008428103003;"8428103003   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"04/06/2010";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008420661031;"DIVAN DEL TAMARIT LLANTO POR IGNACIO              ";"GARCIA LORCA, F.    ";"ALIANZA EDITORIAL   ";"LOSADA S.A.         ";"POESIA              ";"VALLARTA            ";00008420661031;"8420661031   ";"                   ";"TODOS               ";               0;              4 ;               0;               0;              4 ;"17/08/2010";       4;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   890.00;"NO DEFINIDO ";"             ";" "             
9788420733739;"DOLOR DE MUELAS DEL REY,EL                        ";"WEST - DALTON       ";"ANAYA               ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788420733739;"9788420733739";"                   ";"TODOS               ";               0;             68 ;               0;               0;             68 ;"04/01/2020";      68;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
0008423128431;"DOMENICO SCARLATTI CONOCER Y RECONOCER LA MUSICA  ";"ALIER, ROGER        ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008423128431;"8423128431   ";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"00/00/0000";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
9786077749158;"DOMITILA Y EL MAR                                 ";"BASICH, N.          ";"                    ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09786077749158;"9786077749158";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"00/00/0000";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  2800.00;"NO DEFINIDO ";"             ";" "             
9910032837342;"DRAMATICAS PROFECIAS DE LA GRAN PIRAMIDE          ";"BENAVIDES, RODOLFO  ";"                    ";"DISTRIBUCIONES AMERI";"ARQUEOLOGIA         ";"VALLARTA            ";09910032837342;"9910032837342";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"30/05/2008";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1600.00;"NO DEFINIDO ";"             ";" "             
0008401496585;"EDAD DE ORO II, LA                                ";"ASIMOV, ISAAC       ";"PLAZA & JANES ESPAÑA";"DISTRIBUCIONES AMERI";"LITERATURA UNIVERSAL";"VALLARTA            ";09788401929281;"9788401929281";"                   ";"TODOS               ";               0;              3 ;               0;               0;              3 ;"15/07/2019";       3;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   890.00;"NO DEFINIDO ";"             ";" "             
9788480270861;"ELEMENTOS Y CHAKRAS                               ";"EDDE, GERARD        ";"IBIS                ";"LOSADA S.A.         ";"ESOTERISMO          ";"VALLARTA            ";09788480270861;"9788480270861";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"15/07/2019";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788480270526;"ELIXIRES FLORALES                                 ";"DEROIDE, PHILIPPE   ";"IBIS                ";"LOSADA S.A.         ";"ESOTERISMO          ";"VALLARTA            ";09788480270526;"9788480270526";"                   ";"TODOS               ";               0;              9 ;               0;               0;              9 ;"15/02/2020";       9;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1800.00;"NO DEFINIDO ";"             ";" "             
9799500392487;"EN BUSCA DEL TIEMPO PERDIDO 3/L                   ";"PROUST, MARCEL      ";"LOSADA              ";"LOSADA S.A.         ";"NOVELAS             ";"VALLARTA            ";09789500392488;"9789500392488";"                   ";"TODOS               ";               0;              4 ;               0;               0;              4 ;"02/10/2020";       4;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
9789500392990;"EN BUSCA DEL TIEMPO PERDIDO 4/L                   ";"PROUST, MARCEL      ";"LOSADA              ";"LOSADA S.A.         ";"NOVELAS             ";"VALLARTA            ";09789500392990;"9789500392990";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"19/11/2013";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0009500393670;"EN BUSCA DEL TIEMPO PERDIDO 5 LA PRISIONERA/L     ";"PROUST, MARCEL      ";"LOSADA              ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";09789500393676;"9789500393676";"                   ";"TODOS               ";               0;              2 ;               0;               0;              2 ;"03/03/2020";       2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0009500394338;"EN BUSCA DEL TIEMPO PERDIDO 6/L                   ";"PROUST, M           ";"LOSADA              ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";09789500394338;"9789500394338";"                   ";"TODOS               ";               0;             12 ;               0;               0;             12 ;"18/02/2016";      12;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0009500396653;"EN BUSCA DEL TIEMPO PERDIDO TOMO 7/L              ";"PROUST, M           ";"LOSADA              ";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";09789500396653;"9789500396653";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"03/03/2020";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0008470172921;"ENCICLOPEDIA DE LA VIDA SEXUAL 5 TOMOS.           ";"ARGOS VERGARA       ";"                    ";"ALIANZA ESPA¥A      ";"SEXOLOGIA           ";"VALLARTA            ";00008470172921;"8470172921   ";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"00/00/1900";       0;       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;  3500.00;"NO DEFINIDO ";"             ";" "             
9788420767000;"ESPECTACULOS Y ARTISTAS *12*                      ";"MORLEY, JACQUELINE  ";"ANAYA               ";"DISTRIBUCIONES AMERI";"LITERATURA INFANTIL ";"VALLARTA            ";09788420767000;"9788420767000";"                   ";"TODOS               ";               0;              2 ;               0;               0;              2 ;"02/01/2012";       2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788495040381;"EUGENIA EN VENECIA                                ";"BJORK / ERIKSSON    ";"SERRES              ";"LOSADA S.A.         ";"LITERATURA INFANTIL ";"VALLARTA            ";09788495040381;"9788495040381";"                   ";"TODOS               ";               0;              2 ;               0;               0;              2 ;"11/05/2021";       2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1000.00;"NO DEFINIDO ";"             ";" "             
0008482361740;"FILOSOFIA DE LA CIENCIA CONTEMPORANEA             ";"OMNES, ROLAND       ";"IDEAS BOOK          ";"MARTINEZ MURGUIA S.A";"FILOSOFIA           ";"VALLARTA            ";09788482361741;"8482361740   ";"                   ";"TODOS               ";               0;              3 ;               0;               0;              3 ;"16/07/2011";       3;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788486512354;"FLAUTA MUY FACIL MUSICA PARA TODA LA ENSEÑANZA    ";"CATEURA, MARIA      ";"IBIS                ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";09788486512354;"9788486512354";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"16/07/2011";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   850.00;"NO DEFINIDO ";"             ";" "             
9788401803406;"FOTOSINTESIS                                      ";"ASIMOV,I.           ";"PLAZA & JANES ESPAÑA";"LOSADA S.A.         ";"DIVULGACION CIENTIFI";"VALLARTA            ";09788401803406;"9788401803406";"                   ";"TODOS               ";               0;              5 ;               0;               0;              5 ;"00/00/0000";       5;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   890.00;"NO DEFINIDO ";"             ";" "             
9789500392853;"FRANCISCO DE QUEVEDO                              ";"BOUVIER, RENE       ";"VITAE               ";"LOSADA S.A.         ";"BIOGRAFIAS Y AUTOBIO";"VALLARTA            ";09789500392853;"9789500392853";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/0000";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0000073390052;"GAYA CIENCIA, LA                                  ";"NIETZSCHE, FRIEDRICH";"AKAL                ";"FOCA (IMPORTACION)  ";"FILOSOFIA           ";"VALLARTA            ";00008476002645;"8476002645   ";"                   ";"TODOS               ";               0;              2 ;               0;               0;              2 ;"10/09/1999";       0;       2;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1200.00;"NO DEFINIDO ";"             ";" "             
9788401421938;"GENERACION POETICA DE 1936, LA                    ";"JIMENEZ MARTOS, LUIS";"PLAZA & JANES ESPAÑA";"LOSADA S.A.         ";"POESIA              ";"VALLARTA            ";09788401421938;"9788401421938";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"10/09/1999";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   890.00;"NO DEFINIDO ";"             ";" "             
0009684100213;"GEORG HAENDEL CONOCER Y RECONOCER LA MUSICA       ";"AVIÑOA, X           ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00009684100213;"9684100213   ";"                   ";"TODOS               ";               0;             11 ;               0;               0;             11 ;"09/07/2011";      11;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
0008482362623;"GERSHOM SCHOLEM UN JUDIO ALEMAN EN JERUSALEN      ";"HAYOUN              ";"IDEAS BOOK          ";"LOSADA S.A.         ";"BIOGRAFIAS Y AUTOBIO";"VALLARTA            ";09788482362625;"9788482362625";"                   ";"TODOS               ";               0;              8 ;               0;               0;              8 ;"01/11/2010";       8;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1800.00;"NO DEFINIDO ";"             ";" "             
0008423128520;"GIOACCHINO ROSSINI CONOCER Y RECONOCER LA MU      ";"ALIER, R            ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00008423128520;"8423128520   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"15/02/2012";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   800.00;"NO DEFINIDO ";"             ";" "             
9788427015715;"GO, EL                                            ";"AROUTCHEFF, P.      ";"MARTINEZ ROCA       ";"NUEVA ERA           ";"JUEGOS Y RECREACION ";"VALLARTA            ";09788427015715;"9788427015715";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"15/04/1999";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1400.00;"NO DEFINIDO ";"             ";" "             
9789500392860;"GOYA                                              ";"VALLENTIN, ANTONINA ";"VITAE               ";"LOSADA S.A.         ";"BIOGRAFIAS Y AUTOBIO";"VALLARTA            ";09789500392860;"9789500392860";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"15/04/1999";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
0008480270691;"GRAN LIBRO DE LA COCINA NATURAL                   ";"AUBERT              ";"IBIS                ";"LOSADA S.A.         ";"COCINA, GASTRONOMIA ";"VALLARTA            ";09788480270694;"9788480270694";"                   ";"TODOS               ";               0;              5 ;               0;               0;              5 ;"19/05/2015";       5;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  2800.00;"NO DEFINIDO ";"             ";" "             
9788480270304;"GRAN LIBRO DEL EMBARAZO Y EL PARTO                ";"BALASKAS, JANET     ";"IBIS                ";"LOSADA S.A.         ";"PEDAGOGIA           ";"VALLARTA            ";09788480270304;"9788480270304";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"29/08/2018";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  1650.00;"NO DEFINIDO ";"             ";" "             
0009686024875;"GRAN TEATRO DEL LICEO                             ";"ALIER, R            ";"DAIMON              ";"LOSADA S.A.         ";"MUSICA              ";"VALLARTA            ";00009686024875;"9686024875   ";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"00/00/0000";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   810.00;"NO DEFINIDO ";"             ";" "             
0008401613205;"GRANDES PREMIOS LITERARIOS LA PESTE               ";"CAMUS/ALEIXANDRE    ";"PLAZA & JANES ARGENT";"LOSADA S.A.         ";"LITERATURA UNIVERSAL";"VALLARTA            ";00008401613205;"8401613205   ";"                   ";"TODOS               ";               0;               0;               0;               0;               0;"00/00/0000";       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  2800.00;"NO DEFINIDO ";"             ";" "             
0009500816563;"GUERREROS DE LA AUTOPISTA                         ";"BURSTEIN/KLINE      ";"ESTANISLAO          ";"EDITORIAL ATLANTIDA ";"NOVELAS             ";"VALLARTA            ";09789500816564;"9789500816564";"                   ";"TODOS               ";               0;              1 ;               0;               0;              1 ;"12/06/1997";       1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   900.00;"NO DEFINIDO ";"             ";" "             
